id,categories,title,titleCN,image_filename,example_code_path,series_types_detected,data_source_type,dimensions_count_detected,dataset_source_rows_detected,dataset_or_row_field_count_detected,max_inline_array_width_detected,max_object_fields_detected,data_requirement_summary,analysis_confidence,primary_chart_type,standard_kind,standard_imd_priority,standard_min_fields,standard_data_shape,standard_required_roles_json,standard_optional_roles_json,standard_auto_binding_strategy,imd_template_fit
doc-example/pictorialBar-repeatDirection,,,,,public/examples/ts/doc-example/pictorialBar-repeatDirection.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,pictorialBar,series,advanced,2,category_value_symbol,"[{""id"": ""category"", ""label"": ""分类"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""分类名称""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""数值""}]","[{""id"": ""symbol"", ""label"": ""图形符号"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""图形或图标映射""}]",分类 + 数值，符号使用模板默认。,advanced_requires_validation
doc-example/pictorialBar-repeatLayout,,,,,public/examples/ts/doc-example/pictorialBar-repeatLayout.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,pictorialBar,series,advanced,2,category_value_symbol,"[{""id"": ""category"", ""label"": ""分类"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""分类名称""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""数值""}]","[{""id"": ""symbol"", ""label"": ""图形符号"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""图形或图标映射""}]",分类 + 数值，符号使用模板默认。,advanced_requires_validation
doc-example/pictorialBar-symbolBoundingDataArray,,,,,public/examples/ts/doc-example/pictorialBar-symbolBoundingDataArray.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,pictorialBar,series,advanced,2,category_value_symbol,"[{""id"": ""category"", ""label"": ""分类"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""分类名称""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""数值""}]","[{""id"": ""symbol"", ""label"": ""图形符号"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""图形或图标映射""}]",分类 + 数值，符号使用模板默认。,advanced_requires_validation
doc-example/pictorialBar-symbolSize,,,,,public/examples/ts/doc-example/pictorialBar-symbolSize.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,pictorialBar,series,advanced,2,category_value_symbol,"[{""id"": ""category"", ""label"": ""分类"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""分类名称""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""数值""}]","[{""id"": ""symbol"", ""label"": ""图形符号"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""图形或图标映射""}]",分类 + 数值，符号使用模板默认。,advanced_requires_validation
doc-example/pie-highlight,,,,,public/examples/ts/doc-example/pie-highlight.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,pie,series,core,2,category_value,"[{""id"": ""name"", ""label"": ""分类名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""扇区名称""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""group"", ""label"": ""聚合分组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""同名分类聚合""}]",选择低基数分类字段做 name，数值字段做 value；默认 Top N。,auto_recommendable
doc-example/pie-label-bleedMargin,,,,,public/examples/ts/doc-example/pie-label-bleedMargin.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,pie,series,core,2,category_value,"[{""id"": ""name"", ""label"": ""分类名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""扇区名称""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""group"", ""label"": ""聚合分组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""同名分类聚合""}]",选择低基数分类字段做 name，数值字段做 value；默认 Top N。,auto_recommendable
doc-example/pie-label-distanceToLabelLine,,,,,public/examples/ts/doc-example/pie-label-distanceToLabelLine.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,pie,series,core,2,category_value,"[{""id"": ""name"", ""label"": ""分类名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""扇区名称""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""group"", ""label"": ""聚合分组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""同名分类聚合""}]",选择低基数分类字段做 name，数值字段做 value；默认 Top N。,auto_recommendable
doc-example/pie-label-margin,,,,,public/examples/ts/doc-example/pie-label-margin.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,pie,series,core,2,category_value,"[{""id"": ""name"", ""label"": ""分类名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""扇区名称""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""group"", ""label"": ""聚合分组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""同名分类聚合""}]",选择低基数分类字段做 name，数值字段做 value；默认 Top N。,auto_recommendable
doc-example/pie-media,,,,,public/examples/ts/doc-example/pie-media.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,pie,series,core,2,category_value,"[{""id"": ""name"", ""label"": ""分类名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""扇区名称""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""group"", ""label"": ""聚合分组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""同名分类聚合""}]",选择低基数分类字段做 name，数值字段做 value；默认 Top N。,auto_recommendable
doc-example/polar-anticlockwise,,,,,public/examples/ts/doc-example/polar-anticlockwise.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
doc-example/polar-end-angle,,,,,public/examples/ts/doc-example/polar-end-angle.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
doc-example/polar-start-angle,,,,,public/examples/ts/doc-example/polar-start-angle.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
doc-example/radar,,,,,public/examples/ts/doc-example/radar.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,radar,series,advanced,3,multi_metric_vectors,"[{""id"": ""dimension_values"", ""label"": ""多个指标值"", ""required"": true, ""types"": [""number[]""], ""description"": ""每个对象在多个指标上的数值""}]","[{""id"": ""name"", ""label"": ""对象名称"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""每条雷达线名称""}]",选择 3 个以上数值字段作为指标；分类字段作为对象名。,advanced_requires_validation
doc-example/scatter-dataZoom-all,,,,,public/examples/ts/doc-example/scatter-dataZoom-all.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
doc-example/scatter-jitter-avoidOverlap,,,,,public/examples/ts/doc-example/scatter-jitter-avoidOverlap.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
doc-example/scatter-tutorial-dataZoom-1,,,,,public/examples/ts/doc-example/scatter-tutorial-dataZoom-1.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
doc-example/scatter-tutorial-dataZoom-2,,,,,public/examples/ts/doc-example/scatter-tutorial-dataZoom-2.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
doc-example/scatter-tutorial-dataZoom-3,,,,,public/examples/ts/doc-example/scatter-tutorial-dataZoom-3.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
doc-example/scatter-visualMap-categories,,,,,public/examples/ts/doc-example/scatter-visualMap-categories.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
doc-example/scatter-visualMap-piecewise,,,,,public/examples/ts/doc-example/scatter-visualMap-piecewise.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
doc-example/sunburst-color,,,,,public/examples/ts/doc-example/sunburst-color.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,sunburst,series,advanced,2,hierarchy_value,"[{""id"": ""name"", ""label"": ""节点名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""节点名称""}, {""id"": ""value"", ""label"": ""节点数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""parent"", ""label"": ""父节点"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""层级关系""}]",分类层级 + 数值；需要构造成 children。,advanced_requires_validation
doc-example/sunburst-highlight-ancestor,,,,,public/examples/ts/doc-example/sunburst-highlight-ancestor.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,sunburst,series,advanced,2,hierarchy_value,"[{""id"": ""name"", ""label"": ""节点名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""节点名称""}, {""id"": ""value"", ""label"": ""节点数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""parent"", ""label"": ""父节点"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""层级关系""}]",分类层级 + 数值；需要构造成 children。,advanced_requires_validation
doc-example/sunburst-highlight-descendant,,,,,public/examples/ts/doc-example/sunburst-highlight-descendant.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,sunburst,series,advanced,2,hierarchy_value,"[{""id"": ""name"", ""label"": ""节点名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""节点名称""}, {""id"": ""value"", ""label"": ""节点数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""parent"", ""label"": ""父节点"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""层级关系""}]",分类层级 + 数值；需要构造成 children。,advanced_requires_validation
doc-example/sunburst-label-align,,,,,public/examples/ts/doc-example/sunburst-label-align.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,sunburst,series,advanced,2,hierarchy_value,"[{""id"": ""name"", ""label"": ""节点名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""节点名称""}, {""id"": ""value"", ""label"": ""节点数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""parent"", ""label"": ""父节点"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""层级关系""}]",分类层级 + 数值；需要构造成 children。,advanced_requires_validation
doc-example/sunburst-simple,,,,,public/examples/ts/doc-example/sunburst-simple.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,sunburst,series,advanced,2,hierarchy_value,"[{""id"": ""name"", ""label"": ""节点名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""节点名称""}, {""id"": ""value"", ""label"": ""节点数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""parent"", ""label"": ""父节点"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""层级关系""}]",分类层级 + 数值；需要构造成 children。,advanced_requires_validation
doc-example/text-block-fragment,,,,,public/examples/ts/doc-example/text-block-fragment.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,graphic,component,internal,0,annotation_component,[],[],作为装饰或注释，不作为独立模板类型。,component_or_internal
doc-example/text-fregment-align,,,,,public/examples/ts/doc-example/text-fregment-align.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,graphic,component,internal,0,annotation_component,[],[],作为装饰或注释，不作为独立模板类型。,component_or_internal
doc-example/text-options,,,,,public/examples/ts/doc-example/text-options.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,graphic,component,internal,0,annotation_component,[],[],作为装饰或注释，不作为独立模板类型。,component_or_internal
doc-example/timeline-dynamic-series,,,,,public/examples/ts/doc-example/timeline-dynamic-series.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
doc-example/title-block,,,,,public/examples/ts/doc-example/title-block.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,graphic,component,internal,0,annotation_component,[],[],作为装饰或注释，不作为独立模板类型。,component_or_internal
doc-example/treemap-borderColor,,,,,public/examples/ts/doc-example/treemap-borderColor.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,treemap,series,advanced,2,hierarchy_value,"[{""id"": ""name"", ""label"": ""节点名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""节点名称""}, {""id"": ""value"", ""label"": ""节点数值"", ""required"": true, ""types"": [""number""], ""description"": ""面积大小""}]","[{""id"": ""parent"", ""label"": ""父节点"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""层级关系""}]",分类层级 + 数值；需要构造成 children。,advanced_requires_validation
doc-example/tutorial-async,,,,,public/examples/ts/doc-example/tutorial-async.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
doc-example/tutorial-dynamic-data,,,,,public/examples/ts/doc-example/tutorial-dynamic-data.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
doc-example/tutorial-loading,,,,,public/examples/ts/doc-example/tutorial-loading.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
doc-example/tutorial-styling-step0,,,,,public/examples/ts/doc-example/tutorial-styling-step0.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
doc-example/tutorial-styling-step1,,,,,public/examples/ts/doc-example/tutorial-styling-step1.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
doc-example/tutorial-styling-step2,,,,,public/examples/ts/doc-example/tutorial-styling-step2.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
doc-example/tutorial-styling-step3,,,,,public/examples/ts/doc-example/tutorial-styling-step3.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
